record_id,source,protein_id,pdb_id,chain_id,sequence_sha256,sequence_length,joint_homology_group,canonical_dataset_role,experimental_cv_fold,label_availability
SOPPCL__6fwn,soppe_legacy,6fwn,6fwn,A,15d6de41370351bac360585a4c7810d5f7a59b41045138b526cd91d8bbb3834c,85,JHG30_a835c600c448,weak_train,-1,included_in_development_residue_labels
SOPPCL__6fzk,soppe_legacy,6fzk,6fzk,A,22f051642b6ddd3f2c5c3c00f957dceb566b2562bb478ff404e9e88b8fad25fa,114,JHG30_dd186ac40ecf,weak_train,-1,included_in_development_residue_labels
SOPPCL__6g03,soppe_legacy,6g03,6g03,A,e24e8e0a5272b994126638699bf058268f3ea78197f39f8c51af7ec540350c37,156,JHG30_63d7d29224f8,weak_train,-1,included_in_development_residue_labels
SOPPCL__6g5s,soppe_legacy,6g5s,6g5s,A,fb4a31dcd5c12902c8ea130699c804763141dbf7ec8038897fba23596f475b2e,146,JHG30_fce63a848578,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6g7g,soppe_legacy,6g7g,6g7g,A,b2348e77d624ffd5fd485fa418f4b09d25fff896528d603da212f8968ffcb0ad,115,JHG30_830798ae5915,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6gcj,soppe_legacy,6gcj,6gcj,A,f6dc5ad9c48c8ef53dacddd0e5ef87b71343ba3aeeedda71b9446d411658dd80,121,JHG30_eda2eff46d1c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6gd5,soppe_legacy,6gd5,6gd5,A,4e2de8b78e0391da7e2d19e812d33df482fd93a24d65b6b90e82fdcc01d6cc12,117,JHG30_b826ec53bd7c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6gms,soppe_legacy,6gms,6gms,A,61738e0d75edee4a031786261df0522357af4c6c9f7255b5ac75079e0720b491,132,JHG30_1fdfc5b9be2f,weak_train,-1,included_in_development_residue_labels
SOPPCL__6gse,soppe_legacy,6gse,6gse,A,a78634a4b30b43b49699f487700931fce255c4954859b31621f0e7e9f69e64ee,159,JHG30_0d1f70b0c64c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6gt7,soppe_legacy,6gt7,6gt7,A,cdd91b206406885feb6fc8cbc826a88d709c611773eb6f4f4afd6d581321ebba,115,JHG30_71e928db11ab,weak_train,-1,included_in_development_residue_labels
SOPPCL__6gwm,soppe_legacy,6gwm,6gwm,A,7ed965b8f122b6023e370f7530478d5b96a62640bfca0fec3bacbff77bd3972a,125,JHG30_92f0e0aeccf4,weak_train,-1,included_in_development_residue_labels
SOPPCL__6h0i,soppe_legacy,6h0i,6h0i,A,51e5834c36f287ad872ea7f3d144189c385d5be416e7cf28f303963470d575f3,75,JHG30_f1bdc17c0528,weak_train,-1,included_in_development_residue_labels
SOPPCL__6h0j,soppe_legacy,6h0j,6h0j,A,9df5267a9d95f4fb7d052e7c8e4c5203b1c6d3ded4fe9a5776769cb988de6636,100,JHG30_a14d3b4291a6,weak_train,-1,included_in_development_residue_labels
SOPPCL__6h5h,soppe_legacy,6h5h,6h5h,A,8bdd6804f658418b0f147b4f5e3c002cf02e922b0da48944229c5b5b24efc2d5,71,JHG30_6a47869e5013,weak_train,-1,included_in_development_residue_labels
SOPPCL__6hd2,soppe_legacy,6hd2,6hd2,A,e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,260,JHG30_64e5a1aacfb0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6hj7,soppe_legacy,6hj7,6hj7,A,3d4eedd80a930ded14540c905f7a6431ecaf7ea0cdd397d19dfd904a210a0447,102,JHG30_3c2cd334e37e,weak_train,-1,included_in_development_residue_labels
SOPPCL__6hpi,soppe_legacy,6hpi,6hpi,A,af3552547426e9cc6e77ccf7009b64c2c0c67fcad676ea6cdf46f3d2b634f9ed,158,JHG30_978689a0f930,weak_train,-1,included_in_development_residue_labels
SOPPCL__6i2o,soppe_legacy,6i2o,6i2o,A,e4f8f0f225d0488f231532e9a49fca620ca15edb93a517c703a2308309f8467b,113,JHG30_34934d7cfa27,weak_train,-1,included_in_development_residue_labels
SOPPCL__6i3r,soppe_legacy,6i3r,6i3r,A,e85e5308fbd2e4f8313c5871b0ae0d4ef57e5a739d49c0264ac87772727f7834,259,JHG30_fdf780a5fa07,weak_train,-1,included_in_development_residue_labels
SOPPCL__6i57,soppe_legacy,6i57,6i57,A,c51b0275ba2a6e8457b06e5fc2b884621baeeff1699edeea39459ab2899912cf,125,JHG30_5099d2fbcfe0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6i9b,soppe_legacy,6i9b,6i9b,A,6b0d9401a13ae6db826492380e6740780801dcf25f42ccd80ee31e2b567ca0a8,177,JHG30_6467bf0dab0d,weak_train,-1,included_in_development_residue_labels
SOPPCL__6i9f,soppe_legacy,6i9f,6i9f,A,32a44856631420e77c374a9836250947a5dc99feaa88c8bb6e942ecf4c88fc87,155,JHG30_1a92aa4fd7f9,weak_train,-1,included_in_development_residue_labels
SOPPCL__6ib6,soppe_legacy,6ib6,6ib6,A,1dcaf5efe853816439758cbf9067b5758362b1db56330022f278e26899172407,96,JHG30_ca4701dc1508,weak_train,-1,included_in_development_residue_labels
SOPPCL__6iwj,soppe_legacy,6iwj,6iwj,A,fa1fb76cef9239bfa8e9bba6938ae562561cce19defbaf32f8f4374ca19cd92d,79,JHG30_dd28e9a3fc5b,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6izg,soppe_legacy,6izg,6izg,A,8d35477b6123cda9d3df81b6f63ca9228ab9521262e2687e908aca4ed38f2db5,95,JHG30_745907ae0141,weak_train,-1,included_in_development_residue_labels
SOPPCL__6j2y,soppe_legacy,6j2y,6j2y,A,5affeb4f78f56981b7226c3b5650c27d961e6e049dcfa30246541015a36f7f08,188,JHG30_975fd12c2132,weak_train,-1,included_in_development_residue_labels
SOPPCL__6j3l,soppe_legacy,6j3l,6j3l,A,94cfc1c6adc60adb2ffc31cb10fc6f7fbb8dc49aac3451971b202586614c5b0a,83,JHG30_b6c723687e21,weak_train,-1,included_in_development_residue_labels
SOPPCL__6jpp,soppe_legacy,6jpp,6jpp,A,d287a00082b825ec738b4f6f16e3285eac07b2386c0567a97dea7c71b7c68d98,114,JHG30_49ae4f0ea042,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6k7w,soppe_legacy,6k7w,6k7w,A,e40b80f7f69f24c6a5e14aeafb9b224129bec723a53fff2198326c1bf9ca28e0,92,JHG30_ec296b80314d,weak_train,-1,included_in_development_residue_labels
SOPPCL__6kcz,soppe_legacy,6kcz,6kcz,A,9078842ff4db2e71ee675617a9bfa1ee5cd26304b206284d051f1e6688764342,99,JHG30_cc5e95b3c645,weak_train,-1,included_in_development_residue_labels
SOPPCL__6kg8,soppe_legacy,6kg8,6kg8,A,ffcd3b440b0bad9573dc32776b6b52668a40f333c9299acbe2f4aa3ad4fa95e8,155,JHG30_c7480a71261c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6kjn,soppe_legacy,6kjn,6kjn,A,1f1820a9a9bc0c91f419ee9dd9789835427b8ce65bfeaad2675ead52654ff85e,141,JHG30_6e29a9812ac3,weak_train,-1,included_in_development_residue_labels
SOPPCL__6kqv,soppe_legacy,6kqv,6kqv,A,4d47965efde65ce832bf8131e52634e1f5d1e9163300906277c760745b43ade4,88,JHG30_7a493bce55d1,weak_train,-1,included_in_development_residue_labels
SOPPCL__6kr8,soppe_legacy,6kr8,6kr8,A,3760b6962ff3b894de92b0809242bb393184c754984478e3b78595da71e4ab34,312,JHG30_e5d2e71f62b0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6kvg,soppe_legacy,6kvg,6kvg,A,3a34ce2e18bae8bc290ed2f166b8ff86df30a76b87898b73d79d2f081a21412a,256,JHG30_bef58438495c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6l87,soppe_legacy,6l87,6l87,A,dbcf01a07e0ef6f9adc8442b7411f145ea403824ae1871aa234282f4485a4944,229,JHG30_0803e90bfbf0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lag,soppe_legacy,6lag,6lag,A,0a58057f6270f917a2edb24b629ea52195f1d7cb1f181361e5043e542ada5b55,135,JHG30_a9735168565c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lci,soppe_legacy,6lci,6lci,A,9fa125db334f1aa57932a998072c636f2549c4d4c375d1ab70d088268ec040fa,162,JHG30_47b5cc60fce0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lek,soppe_legacy,6lek,6lek,A,82ce4fbff3007a6e8ce21972b917b0ff60f4d9ddd290bdaadcc7e245d538aeba,185,JHG30_2a8c629a6942,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lkf,soppe_legacy,6lkf,6lkf,A,5f7fc2bcf0060efed768219f9a2b2381b0e27a70d841d33e05f77d7d9dacfc45,140,JHG30_1e4f2fe6008e,weak_train,-1,included_in_development_residue_labels
SOPPCL__6llq,soppe_legacy,6llq,6llq,A,35c8e6d11e124973ba04731e749a62e622d69bdc30f80154602dfc83c9216a70,98,JHG30_a867b2aa7340,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lmr,soppe_legacy,6lmr,6lmr,A,02c998059a525c1c2114b065d770396a69a0b9bb676793dfdc956f8bf20b4867,90,JHG30_bdbfd279daec,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lqz,soppe_legacy,6lqz,6lqz,A,cf5ef98f048114111167aac7b3e9be213c6bf84d796317406d04f0c9a542850e,71,JHG30_344bacf6fe37,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lul,soppe_legacy,6lul,6lul,B,5c94e3aad45170e02487620bc8e097b4297880c0da9c238f9385e546b95752fb,224,JHG30_ebdf910cea4e,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lxg,soppe_legacy,6lxg,6lxg,A,b185d4ae89b412812c1a0e6315b1e215ce9db617656bccdb6d0166a7e87a0cd0,79,JHG30_ce9a44b75279,weak_train,-1,included_in_development_residue_labels
SOPPCL__6lzp,soppe_legacy,6lzp,6lzp,A,492dd2b3d98361956468faf7462e829d3ed0d72e1414c993a03deef9d8f76837,88,JHG30_18fe1f7be506,weak_train,-1,included_in_development_residue_labels
SOPPCL__6m3a,soppe_legacy,6m3a,6m3a,A,92f01faefb9d33ea36c16314c0dd1ae2c1e2b2878d5c6c32c2d42b5aa55006ca,105,JHG30_1330f0c27bd0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6m6f,soppe_legacy,6m6f,6m6f,A,7a66950f61af8b2a74634505124dd01cd39ef13f4c3aa470a9536581e86c4da8,129,JHG30_2f14d1db4b56,weak_train,-1,included_in_development_residue_labels
SOPPCL__6m6o,soppe_legacy,6m6o,6m6o,A,237fa03795201cb9357181914d8fdd61782aa04776d92b4e58d77a6b4f6627ea,185,JHG30_1ef9c5360f48,weak_train,-1,included_in_development_residue_labels
SOPPCL__6mf8,soppe_legacy,6mf8,6mf8,A,9a937e735e5d24a727dae49d39bec74c70d41ad9636ddef55d7972b02b1436e5,46,JHG30_eda0ffdc5c3a,weak_train,-1,included_in_development_residue_labels
SOPPCL__6mie,soppe_legacy,6mie,6mie,A,638d0eba7277472d4fc31be70b53fecb7266022b1dc4d7c2075ec559e17629be,150,JHG30_c5c85a8729e5,weak_train,-1,included_in_development_residue_labels
SOPPCL__6mk7,soppe_legacy,6mk7,6mk7,A,b47c1276975bfa95f48a4f34170e8a98e044e0530f91d7b7cfcf699066a994b3,110,JHG30_63b20b63d88d,weak_train,-1,included_in_development_residue_labels
SOPPCL__6mpp,soppe_legacy,6mpp,6mpp,A,116f0a8690139a8e22e5590168ef102e778710bf55deb43d010e90dda3a74ce1,274,JHG30_169b6bfdd071,weak_train,-1,included_in_development_residue_labels
SOPPCL__6mwm,soppe_legacy,6mwm,6mwm,A,602c147a9e452c546a0a4b3879bd5a31f997a7bdcc359da7a3b050b091a966da,81,JHG30_58e04c8e749d,weak_train,-1,included_in_development_residue_labels
SOPPCL__6n13,soppe_legacy,6n13,6n13,B,0b5b0a53f99eb11d61cb4a89cd2b8f206d199e82f11a8cda68bdb0f40c18627d,322,JHG30_6b09488528c2,weak_train,-1,included_in_development_residue_labels
SOPPCL__6n2m,soppe_legacy,6n2m,6n2m,A,e85796a3faf0635abff329bc9f6680470e391222ff02f16f442aa82ee0024705,142,JHG30_0f2a0a6bbd9f,weak_train,-1,included_in_development_residue_labels
SOPPCL__6nan,soppe_legacy,6nan,6nan,A,404f4c2ba1ee45c5c33109bbee186dbca1e3259da60559a66d7a9a0251822141,118,JHG30_bcd370019208,weak_train,-1,included_in_development_residue_labels
SOPPCL__6nbn,soppe_legacy,6nbn,6nbn,A,59a6e2808a9ae9623016121aa2ec21e590abc9758e771c7234d73580308f2315,123,JHG30_e5c149d9eb16,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6ne8,soppe_legacy,6ne8,6ne8,A,ec9ec262fbdccb68ab9a075c968bb940355c0b43859de69b057ffebc8be33bd6,145,JHG30_344e41917bf8,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6nfw,soppe_legacy,6nfw,6nfw,A,e5e869f365b7f4d55bc074e3ccb1254d1053d75938be8dba904430fc55d369af,151,JHG30_f5b569a11f9d,weak_train,-1,included_in_development_residue_labels
SOPPCL__6nl3,soppe_legacy,6nl3,6nl3,A,f914367ea7f599d90bc6df59165f6f0b19a031a10a90a9d1203336cc341faa4a,79,JHG30_b6d18cd2937b,weak_train,-1,included_in_development_residue_labels
SOPPCL__6nu0,soppe_legacy,6nu0,6nu0,A,ffa02a48fc5c7d7d579e14d159e6e3a0887e7d70426894d8781bf67f6eee34a8,119,JHG30_3676671c0e1c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6nu4,soppe_legacy,6nu4,6nu4,A,746cb2846fe8ceaac0d0f1785bb222358d1644b029eb5680d30a07367c404d0b,56,JHG30_49979300892a,weak_train,-1,included_in_development_residue_labels
SOPPCL__6nui,soppe_legacy,6nui,6nui,A,c3d87a84147b4df0539781b9cbb9253e60d4a941c9cea47d07e238acc90768f5,198,JHG30_ac2697868989,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6nx4,soppe_legacy,6nx4,6nx4,A,86905a822919f5f9bd04fc3756137a716045ecd6ca0256f3aed5c43e0412c84d,167,JHG30_e814b03728de,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6nz2,soppe_legacy,6nz2,6nz2,A,1911a4cd93c7b2a87c331bdca0ab8fbcd1248eda7f7d7cf2ec1bad02f2fcf1ca,188,JHG30_76c1163c34ab,weak_train,-1,included_in_development_residue_labels
SOPPCL__6nzl,soppe_legacy,6nzl,6nzl,A,b4aaab9e3caaaa167aca6057b3ba864fa4adfbd4cc9a3a302645b3afe2e90005,78,JHG30_9bd2d3fecbcf,weak_train,-1,included_in_development_residue_labels
SOPPCL__6o0c,soppe_legacy,6o0c,6o0c,A,9a7bc6ca94e878c40cb3301fb45563972278548ffabb8d03d13720811e796aff,96,JHG30_573c25c309fa,weak_train,-1,included_in_development_residue_labels
SOPPCL__6o1q,soppe_legacy,6o1q,6o1q,A,5ec3bd1731fd5f8b146ddcce51475c2136d4e4daee52210c3e4b813fc15218ce,119,JHG30_bbe12b418c79,weak_train,-1,included_in_development_residue_labels
SOPPCL__6o6w,soppe_legacy,6o6w,6o6w,A,af809aff3f5675db5144ba5fd852de9803edfc50df83f8a505932170d7bb7e63,147,JHG30_abec74e8b35b,weak_train,-1,included_in_development_residue_labels
SOPPCL__6ob1,soppe_legacy,6ob1,6ob1,A,938710bf73438da5ef23efccdb8dd13f34856104865186a6199380c3fc430b50,75,JHG30_bf545f42956a,quarantine_metadata_only,-1,excluded_quarantine_metadata_only
SOPPCL__6obi,soppe_legacy,6obi,6obi,A,b7c1a2d6ea4f82cc7dcc114f8e56a56f4a4f3a1f2e85b7db94e2371a504ade2a,68,JHG30_23d51ab4cfab,weak_train,-1,included_in_development_residue_labels
SOPPCL__6obk,soppe_legacy,6obk,6obk,A,b018252af00f4d286f3570319b31669365f7e2bc51a3aa8c27a3d2511be32732,43,JHG30_3b99140d7588,weak_train,-1,included_in_development_residue_labels
SOPPCL__6ocv,soppe_legacy,6ocv,6ocv,A,2c94e9e48bd578c2230f83f97730c1c5f40f90cb21f96906dcc5e3a372754bfa,190,JHG30_e9c36ece3d57,weak_train,-1,included_in_development_residue_labels
SOPPCL__6osw,soppe_legacy,6osw,6osw,A,787c1dd76d4d68479c64c0605c3eddc07eb44243736a3104857860b65e10242c,54,JHG30_1106d74d5b7c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6owr,soppe_legacy,6owr,6owr,A,073cd3b614c826423b3cd52d57bba2ea83764e3b3e1045d03e4390927ee38fa3,60,JHG30_5185f08b868f,weak_train,-1,included_in_development_residue_labels
SOPPCL__6poj,soppe_legacy,6poj,6poj,A,488fc7c2d53723749ac84ffd84c5d0bec21d9eb520e8ea2208c6b6d405b22f7e,292,JHG30_1c05a00f0524,weak_train,-1,included_in_development_residue_labels
SOPPCL__6pqt,soppe_legacy,6pqt,6pqt,A,aba17ff87d31a9ab93e02a4d9552db5e3e5cc51a4e8e8ffc86e2f6d8ac573ed6,92,JHG30_19d9b15bd14a,weak_train,-1,included_in_development_residue_labels
SOPPCL__6psi,soppe_legacy,6psi,6psi,A,352522497f241d12a8515c604c77d5e0e7290c3f4cd6b33bc297002666428abf,280,JHG30_6d5dfb74f913,weak_train,-1,included_in_development_residue_labels
SOPPCL__6q44,soppe_legacy,6q44,6q44,A,8fac6da186ce4cfe429d970ba98abf81be124c1fc71414fbfaefc90b6e17e23b,178,JHG30_18524b4b4192,weak_train,-1,included_in_development_residue_labels
SOPPCL__6q6e,soppe_legacy,6q6e,6q6e,A,ca27b112d5e3a3e2f442fca20f30a91d1f981bd424d1613da97e95240805985a,221,JHG30_c51a58be4f05,weak_train,-1,included_in_development_residue_labels
SOPPCL__6qam,soppe_legacy,6qam,6qam,A,3f86d1c27c00b61b147436e10d723f6836e844761780d1e03c29ef8952816d4d,211,JHG30_396a44894115,weak_train,-1,included_in_development_residue_labels
SOPPCL__6qay,soppe_legacy,6qay,6qay,A,b42fbce964922760dc92f8ed9ae6e580a162fbf4b7e37ab54737675f08066975,118,JHG30_96dc93a5f1f9,weak_train,-1,included_in_development_residue_labels
SOPPCL__6qbi,soppe_legacy,6qbi,6qbi,A,27841be8740b55b9d450965fa8379ccdb3cd28c9a1c46f628645067e71c65a72,102,JHG30_6fa9eeb08174,weak_train,-1,included_in_development_residue_labels
SOPPCL__6qbz,soppe_legacy,6qbz,6qbz,A,3bd42726f31818c6e94d6757a9ad5633fdf66378b4a46840e2e550b1e211b4b3,110,JHG30_e54ad70e7a6d,weak_train,-1,included_in_development_residue_labels
SOPPCL__6qeu,soppe_legacy,6qeu,6qeu,A,58acc1ddc6e8afd41a756551fe7fbdf03844a09cb5b5af6f70ddf9a437578964,82,JHG30_3a05661e7351,weak_train,-1,included_in_development_residue_labels
SOPPCL__6qjb,soppe_legacy,6qjb,6qjb,A,742782bf5433fdcaf27b7e4dcccf61f20f26dbaa395e723122e33cb1dbd970c6,40,JHG30_f42b5636eb2f,weak_train,-1,included_in_development_residue_labels
SOPPCL__6qkq,soppe_legacy,6qkq,6qkq,A,9350c88dbdd42ca3b154d3ecf5cd9512b089e04f242ea7652978751717b7baf0,48,JHG30_d2790f59293b,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6qs0,soppe_legacy,6qs0,6qs0,A,ce62b239a9c76f448af8f4e763434605ca816dc5a34f05322e11da9462941d65,122,JHG30_171280d7303f,weak_train,-1,included_in_development_residue_labels
SOPPCL__6r0j,soppe_legacy,6r0j,6r0j,A,1fb577e82198a28d6b2d7ff3a15d84bccf236aa2b5f168d8ceebd9a88a84fba6,185,JHG30_022feb47fae3,weak_train,-1,included_in_development_residue_labels
SOPPCL__6rfm,soppe_legacy,6rfm,6rfm,A,8a7a0e8e673d74dd05e1e00c37b4367265a405eb99401d9e36d8f6054ae6df76,80,JHG30_7b7954441ee9,weak_train,-1,included_in_development_residue_labels
SOPPCL__6rh5,soppe_legacy,6rh5,6rh5,A,d6e7954cba8a337b9e3919c044fed1a3c4530dd5e96e451145c333127ac7961c,138,JHG30_9e16a2e373a9,weak_train,-1,included_in_development_residue_labels
SOPPCL__6rk3,soppe_legacy,6rk3,6rk3,A,f5f4467bc06e0bdfc66cfb25e3e4aef3666bd0e024920c25417e49bfdfb8e69c,185,JHG30_aac11fa02efa,weak_train,-1,included_in_development_residue_labels
SOPPCL__6rpv,soppe_legacy,6rpv,6rpv,A,60b0c6bb6b0cf82dfb9b712d6e36640ddd14805361d4dcab342ad465ff729b28,120,JHG30_4b68319c2790,weak_train,-1,included_in_development_residue_labels
SOPPCL__6rwg,soppe_legacy,6rwg,6rwg,A,ea205fe3b1359584bac202d791970fdf77b284440b905755aaab5556c07dfd37,157,JHG30_3e67e133e1d5,weak_train,-1,included_in_development_residue_labels
SOPPCL__6sap,soppe_legacy,6sap,6sap,A,3c02e07580bd2d392b5c35e1b60a2da642b7466273b0eedf984307a1c496ada3,119,JHG30_33d660d71d6c,weak_train,-1,included_in_development_residue_labels
SOPPCL__6sgo,soppe_legacy,6sgo,6sgo,A,858c8085f6e3f8bb632422ff8e625bf3d86e3d64e7b573242c91fafd3fd16701,136,JHG30_61fd7757c8e5,weak_train,-1,included_in_development_residue_labels
SOPPCL__6sjx,soppe_legacy,6sjx,6sjx,A,8da7e2b7d8369e79bd5c5dc451c4ddd7912502ebed165a919627a59fb46b55f7,182,JHG30_7deea878dcf1,weak_train,-1,included_in_development_residue_labels
SOPPCL__6sly,soppe_legacy,6sly,6sly,A,71726033e3ff7cb98ff2e31b410c477c5bcfb82798da53f701b03095f0ac5cf4,107,JHG30_d6aa2406e4a1,weak_train,-1,included_in_development_residue_labels
SOPPCL__6snj,soppe_legacy,6snj,6snj,A,cb84229a5f4a6b170bccd907a7ee93054ac5b0f0d598db5576b06c9f562fda85,131,JHG30_340c992b5917,weak_train,-1,included_in_development_residue_labels
SOPPCL__6szc,soppe_legacy,6szc,6szc,A,9c843dfe85683babf68c1377a4a81183c76ef179cf4d306934fb167e0faa22d8,78,JHG30_32da009b9dbc,weak_train,-1,included_in_development_residue_labels
SOPPCL__6t33,soppe_legacy,6t33,6t33,A,16b9c97e1277e624d9643bb6c93b13102c3d538ea859c6c4519f62e61e5304e0,44,JHG30_aca1d501bac0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6taz,soppe_legacy,6taz,6taz,B,2f70d616f24ae964e680d80456de3e17de405ec746b97d23e1ea816c3579ead1,141,JHG30_10582eb4940b,weak_train,-1,included_in_development_residue_labels
SOPPCL__6tey,soppe_legacy,6tey,6tey,A,b60b3a43fa0d22112c6a587fd0076f78e629420466655f8b0c54a31c25d525c9,81,JHG30_6b3be4bbe71a,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6tf4,soppe_legacy,6tf4,6tf4,A,cf7915193f082cd4e5f59ce69c8bc34d8eb28dbca01c3a6f9b6d3bcdab0715db,57,JHG30_bb6ac548f795,weak_train,-1,included_in_development_residue_labels
SOPPCL__6tg5,soppe_legacy,6tg5,6tg5,A,2f4a8bb1d72f609bdc12bf4069d07d74562e83746a232c33dfad0d1263604d5c,111,JHG30_4f9c54ab6bd2,weak_train,-1,included_in_development_residue_labels
SOPPCL__6th8,soppe_legacy,6th8,6th8,A,a9c71a7a857791a25bcadbc29e04c59007058ab228703a4001debf234866cbb5,125,JHG30_ce2b866824fa,weak_train,-1,included_in_development_residue_labels
SOPPCL__6tj3,soppe_legacy,6tj3,6tj3,A,6cb9137b92bef6135ed003bfe323994118a415a7a6d7247227d4eb88f50fdb02,74,JHG30_6f44d9b48650,weak_train,-1,included_in_development_residue_labels
SOPPCL__6tkt,soppe_legacy,6tkt,6tkt,A,1f0de50140b90e2595613dc38f3a176b38b90fac1356fc9107e0d6aafddde128,93,JHG30_02822c144628,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6tl0,soppe_legacy,6tl0,6tl0,A,9a8588ebf4e70a991e8c44223d4ebedfbd5929e2365f4d79e22078cce928bfb2,192,JHG30_89b35ef1e5dd,weak_train,-1,included_in_development_residue_labels
SOPPCL__6to6,soppe_legacy,6to6,6to6,A,7d90f5ffccfad09c805298135acec8ddad882afa1a8bdd520b90aae8a21eb5e4,74,JHG30_829d72b76a05,weak_train,-1,included_in_development_residue_labels
SOPPCL__6tob,soppe_legacy,6tob,6tob,A,695e3fc84ef52a7596fadf67dc30e941198ad8127f167f3ebc2370f994cf0843,109,JHG30_5423265130d8,weak_validation,-1,included_in_development_residue_labels
SOPPCL__6tr8,soppe_legacy,6tr8,6tr8,A,73d622951062bb59e4463aa53d6534639e9519cac1cd436e4f6f60393c264651,136,JHG30_ce118e3e1865,weak_train,-1,included_in_development_residue_labels
SOPPCL__6trm,soppe_legacy,6trm,6trm,A,d6de9477fdb5ce526ad8ff7d74eff31447d06668a4f1150db151b410f346ab04,64,JHG30_a1c9aa2eac29,weak_train,-1,included_in_development_residue_labels
SOPPCL__6tv5,soppe_legacy,6tv5,6tv5,A,cb4876d3785904910267e404d2a850a80c89402523f488f3f8588bbe0816f258,137,JHG30_4243d3d82882,quarantine_metadata_only,-1,excluded_quarantine_metadata_only
SOPPCL__6twr,soppe_legacy,6twr,6twr,A,201143d91a9ad6e02f330b59d24f9e6b9b86374241afe6a9179f6d78d7473c23,169,JHG30_9bb52c039727,weak_train,-1,included_in_development_residue_labels
SOPPCL__6txt,soppe_legacy,6txt,6txt,A,6024279a5aad4463a1f6d8abdc5755bdcd9c52fe8a3fe39225272e6623411634,72,JHG30_39dfb2111b90,weak_train,-1,included_in_development_residue_labels
SOPPCL__6uch,soppe_legacy,6uch,6uch,A,e031b2129a4b9f57288b94477218289662cdb577a0594c47a21cb3c8a45a9370,41,JHG30_3362e39fb7f0,weak_train,-1,included_in_development_residue_labels
SOPPCL__6ucj,soppe_legacy,6ucj,6ucj,A,dbeb70bc37e87fade3f6632e636af7eb34d759ddb811bcf2c295befff1aacf78,67,JHG30_40284cbdc0ee,weak_train,-1,included_in_development_residue_labels
SOPPCL__6uf2,soppe_legacy,6uf2,6uf2,A,c9ca29cbbf6689e19319cdbb0fdeb1a4f40e4c3364a96a71a126857882257567,125,JHG30_b673c9fe8a3b,weak_train,-1,included_in_development_residue_labels
SOPPCL__6uhw,soppe_legacy,6uhw,6uhw,A,895928cd05438af26080dbd0b739007b1a2aa8682765b3ef3ee974edeca4f075,139,JHG30_4bf20ac40c37,weak_train,-1,included_in_development_residue_labels
SOPPCL__6v1w,soppe_legacy,6v1w,6v1w,A,b77e11d399f12ea5d2ad2babbcd2f01d393bcad58732020cf299e44b4a43a746,110,JHG30_5e2e8c3087bf,weak_train,-1,included_in_development_residue_labels
SOPPCL__6vee,soppe_legacy,6vee,6vee,A,9d82d4dcefb60655f5f292113f0453c71545fa2a9ce1fa84d5731e199bdfd1d0,184,JHG30_2c8963e418f3,weak_train,-1,included_in_development_residue_labels
SOPPCL__6vg7,soppe_legacy,6vg7,6vg7,A,a0937a97de221780d742ddfa612f2e507bc4ad317d6e73701ce720cd0b9f2ace,104,JHG30_b2a1da751d4b,weak_train,-1,included_in_development_residue_labels
SOPPCL__6vrj,soppe_legacy,6vrj,6vrj,A,3436dec0d17cb351fccf9a249a8394b5fd231f7c73cf71e560fc5bd67b46efa4,97,JHG30_e9a5e4dfa0c7,weak_train,-1,included_in_development_residue_labels
SOPPCL__6vwb,soppe_legacy,6vwb,6vwb,A,13e11bcc811a4199d86387b8e849f63fdf71094aeda1fbd7069e059b11938a32,90,JHG30_6cf5924b93e9,weak_train,-1,included_in_development_residue_labels
